PLAYER_NAME,BORN,PLAYER_HEIGHT,PLAYER_WEIGHT,PLAYER_COLLEGE,COUNTRY,DRAFT_YEAR,
Kelly Oubre Jr.,1,1,college,DE,1991,1,1,college,DE,1991$,1,1,college,DE,19912-1990,1,1,college,DE,1991
Dario Saric,1,1,college,DE,19912-1990,1,1,college,DE,1991
Frank Kaminsky,1,1,college,DE,19912-1990,1,1,college,DE,1991
Devin Booker,1,1,college,DE,19912-1990,1,1,college,DE,1991
Ricky Rubio,1,1,college,DE,19912-1990,1,1,college,DE,1991
Mikal Bridges,1,1,college,DE,19912-1990,1,1,college,DE,1991
Ty Jerome,1,1,college,DE,19912-1990,1,1,college,DE,1991
Cameron Johnson,1,1,college,DE,19912-1990,1,1,college,DE,1991
Jevon Carter,1,1,college,DE,19912-1990,1,1,college,DE,1991
Aron Baynes,1,1,college,DE,19912-1990,1,1,college,DE,1991
Tyler Johnson,1,1,college,DE,19912-1990,1,1,college,DE,1991
Elie Okobo,1,1,college,DE,19912-1990,1,1,college,DE,1991
Miles Bridges,1,1,college,DE,19912-1990,1,1,college,DE,1991
P.J. Washington,1,1,college,DE,19912-1990,1,1,college,DE,1991
Bismack Biyombo,1,1,college,DE,19912-1990,1,1,college,DE,1991
Devonte' Graham,1,1,college,DE,19912-1990,1,1,college,DE,1991
Terry Rozier,1,1,college,DE,19912-1990,1,1,college,DE,1991
Nicolas Batum,1,1,college,DE,19912-1990,1,1,college,DE,1991
Cody Zeller,1,1,college,DE,19912-1990,1,1,college,DE,1991
Marvin Williams,1,1,college,DE,19912-1990,1,1,college,DE,1991
Malik Monk,1,1,college,DE,19912-1990,1,1,college,DE,1991
Dwayne Bacon,1,1,college,DE,19912-1990,1,1,college,DE,1991
Willy Hernangomez,1,1,college,DE,19912-1990,1,1,college,DE,1991
Michael Kidd-Gilchrist,1,1,college,DE,19912-1990,1,1,college,DE,1991
T.J. Warren,1,1,college,DE,19912-1990,1,1,college,DE,1991
Domantas Sabonis,1,1,college,DE,19912-1990,1,1,college,DE,1991
Myles Turner,1,1,college,DE,19912-1990,1,1,college,DE,1991
Jeremy Lamb,1,1,college,DE,19912-1990,1,1,college,DE,1991
Malcolm Brogdon,1,1,college,DE,19912-1990,1,1,college,DE,1991
Justin Holiday,1,1,college,DE,19912-1990,1,1,college,DE,1991
Aaron Holiday,1,1,college,DE,19912-1990,1,1,college,DE,1991
T.J. McConnell,1,1,college,DE,19912-1990,1,1,college,DE,1991
Doug McDermott,1,1,college,DE,19912-1990,1,1,college,DE,1991
Goga Bitadze,1,1,college,DE,19912-1990,1,1,college,DE,1991
Alize Johnson,1,1,college,DE,19912-1990,1,1,college,DE,1991
TJ Leaf,1,1,college,DE,19912-1990,1,1,college,DE,1991
Solomon Hill,1,1,college,DE,19912-1990,1,1,college,DE,1991
Jae Crowder,1,1,college,DE,19912-1990,1,1,college,DE,1991
Jaren Jackson Jr.,1,1,college,DE,1991,1,1,college,DE,1991$,1,1,college,DE,19912-1990,1,1,college,DE,1991
Dillon Brooks,1,1,college,DE,19912-1990,1,1,college,DE,1991
Tyus Jones,1,1,college,DE,19912-1990,1,1,college,DE,1991
De'Anthony Melton,1,1,college,DE,19912-1990,1,1,college,DE,1991
Grayson Allen,1,1,college,DE,19912-1990,1,1,college,DE,1991
Bruno Caboclo,1,1,college,DE,19912-1990,1,1,college,DE,1991
Marko Guduric,1,1,college,DE,19912-1990,1,1,college,DE,1991
Kyle Anderson,1,1,college,DE,19912-1990,1,1,college,DE,1991
Brandon Clarke,1,1,college,DE,19912-1990,1,1,college,DE,1991
Jonas Valanciunas,1,1,college,DE,19912-1990,1,1,college,DE,1991
Yuta Watanabe,1,1,college,DE,19912-1990,1,1,college,DE,1991
Eric Paschall,1,1,college,DE,19912-1990,1,1,college,DE,1991
Kevon Looney,1,1,college,DE,19912-1990,1,1,college,DE,1991
Willie Cauley-Stein,1,1,college,DE,19912-1990,1,1,college,DE,1991
Glenn Robinson III,1,1,college,DE,19912-1990,1,1,college,DE,1991
Alec Burks,1,1,college,DE,19912-1990,1,1,college,DE,1991
Ky Bowman,1,1,college,DE,19912-1990,1,1,college,DE,1991
Marquese Chriss,1,1,college,DE,19912-1990,1,1,college,DE,1991
Jordan Poole,1,1,college,DE,19912-1990,1,1,college,DE,1991
Omari Spellman,1,1,college,DE,19912-1990,1,1,college,DE,1991
Jacob Evans,1,1,college,DE,19912-1990,1,1,college,DE,1991
Draymond Green,1,1,college,DE,19912-1990,1,1,college,DE,1991
De'Andre Hunter,1,1,college,DE,19912-1990,1,1,college,DE,1991
Jabari Parker,1,1,college,DE,19912-1990,1,1,college,DE,1991
Damian Jones,1,1,college,DE,19912-1990,1,1,college,DE,1991
DeAndre' Bembry,1,1,college,DE,19912-1990,1,1,college,DE,1991
Trae Young,1,1,college,DE,19912-1990,1,1,college,DE,1991
Vince Carter,1,1,college,DE,19912-1990,1,1,college,DE,1991
Alex Len,1,1,college,DE,19912-1990,1,1,college,DE,1991
Cam Reddish,1,1,college,DE,19912-1990,1,1,college,DE,1991
Evan Turner,1,1,college,DE,19912-1990,1,1,college,DE,1991
Tyrone Wallace,1,1,college,DE,19912-1990,1,1,college,DE,1991
Bruno Fernando,1,1,college,DE,19912-1990,1,1,college,DE,1991
Brandon Goodwin,1,1,college,DE,19912-1990,1,1,college,DE,1991
Chandler Parsons,1,1,college,DE,19912-1990,1,1,college,DE,1991
Jimmy Butler,1,1,college,DE,19912-1990,1,1,college,DE,1991
Bam Adebayo,1,1,college,DE,19912-1990,1,1,college,DE,1991
Meyers Leonard,1,1,college,DE,19912-1990,1,1,college,DE,1991
Duncan Robinson,1,1,college,DE,19912-1990,1,1,college,DE,1991
Kendrick Nunn,1,1,college,DE,19912-1990,1,1,college,DE,1991
Goran Dragic,1,1,college,DE,19912-1990,1,1,college,DE,1991
Justise Winslow,1,1,college,DE,19912-1990,1,1,college,DE,1991
Chris Silva,1,1,college,DE,19912-1990,1,1,college,DE,1991
Tyler Herro,1,1,college,DE,19912-1990,1,1,college,DE,1991
Kelly Olynyk,1,1,college,DE,19912-1990,1,1,college,DE,1991
Derrick Jones Jr.,1,1,college,DE,1991,1,1,college,DE,1991$,1,1,college,DE,19912-1990,1,1,college,DE,1991
Udonis Haslem,1,1,college,DE,19912-1990,1,1,college,DE,1991
James Johnson,1,1,college,DE,19912-1990,1,1,college,DE,1991
Joe Harris,1,1,college,DE,19912-1990,1,1,college,DE,1991
Taurean Prince,1,1,college,DE,19912-1990,1,1,college,DE,1991
Jarrett Allen,1,1,college,DE,19912-1990,1,1,college,DE,1991
Garrett Temple,1,1,college,DE,19912-1990,1,1,college,DE,1991
Spencer Dinwiddie,1,1,college,DE,19912-1990,1,1,college,DE,1991
Dzanan Musa,1,1,college,DE,19912-1990,1,1,college,DE,1991
DeAndre Jordan,1,1,college,DE,19912-1990,1,1,college,DE,1991
Iman Shumpert,1,1,college,DE,19912-1990,1,1,college,DE,1991
David Nwaba,1,1,college,DE,19912-1990,1,1,college,DE,1991
Theo Pinson,1,1,college,DE,19912-1990,1,1,college,DE,1991
Nicolas Claxton,1,1,college,DE,19912-1990,1,1,college,DE,1991
Treveon Graham,1,1,college,DE,19912-1990,1,1,college,DE,1991
Robert Covington,1,1,college,DE,19912-1990,1,1,college,DE,1991
Karl-Anthony Towns,1,1,college,DE,19912-1990,1,1,college,DE,1991
Jarrett Culver,1,1,college,DE,19912-1990,1,1,college,DE,1991
Andrew Wiggins,1,1,college,DE,19912-1990,1,1,college,DE,1991
Jeff Teague,1,1,college,DE,19912-1990,1,1,college,DE,1991
Josh Okogie,1,1,college,DE,19912-1990,1,1,college,DE,1991
Shabazz Napier,1,1,college,DE,19912-1990,1,1,college,DE,1991
Keita Bates-Diop,1,1,college,DE,19912-1990,1,1,college,DE,1991
Gorgui Dieng,1,1,college,DE,19912-1990,1,1,college,DE,1991
Jordan Bell,1,1,college,DE,19912-1990,1,1,college,DE,1991
Naz Reid,1,1,college,DE,19912-1990,1,1,college,DE,1991
Noah Vonleh,1,1,college,DE,19912-1990,1,1,college,DE,1991
Dorian Finney-Smith,1,1,college,DE,19912-1990,1,1,college,DE,1991
Kristaps Porzingis,1,1,college,DE,19912-1990,1,1,college,DE,1991
Dwight Powell,1,1,college,DE,19912-1990,1,1,college,DE,1991
Tim Hardaway Jr.,1,1,college,DE,1991,1,1,college,DE,1991$,1,1,college,DE,19912-1990,1,1,college,DE,1991
Luka Doncic,1,1,college,DE,19912-1990,1,1,college,DE,1991
Delon Wright,1,1,college,DE,19912-1990,1,1,college,DE,1991
Seth Curry,1,1,college,DE,19912-1990,1,1,college,DE,1991
Maxi Kleber,1,1,college,DE,19912-1990,1,1,college,DE,1991
Jalen Brunson,1,1,college,DE,19912-1990,1,1,college,DE,1991
Justin Jackson,1,1,college,DE,19912-1990,1,1,college,DE,1991
Boban Marjanovic,1,1,college,DE,19912-1990,1,1,college,DE,1991
J.J. Barea,1,1,college,DE,19912-1990,1,1,college,DE,1991
Courtney Lee,1,1,college,DE,19912-1990,1,1,college,DE,1991
LeBron James,1,1,college,DE,19912-1990,1,1,college,DE,1991
Anthony Davis,1,1,college,DE,19912-1990,1,1,college,DE,1991
JaVale McGee,1,1,college,DE,19912-1990,1,1,college,DE,1991
Danny Green,1,1,college,DE,19912-1990,1,1,college,DE,1991
Kentavious Caldwell-Pope,1,1,college,DE,19912-1990,1,1,college,DE,1991
Kyle Kuzma,1,1,college,DE,19912-1990,1,1,college,DE,1991
Alex Caruso,1,1,college,DE,19912-1990,1,1,college,DE,1991
Rajon Rondo,1,1,college,DE,19912-1990,1,1,college,DE,1991
Troy Daniels,1,1,college,DE,19912-1990,1,1,college,DE,1991
Dwight Howard,1,1,college,DE,19912-1990,1,1,college,DE,1991
Jared Dudley,1,1,college,DE,19912-1990,1,1,college,DE,1991
Quinn Cook,1,1,college,DE,19912-1990,1,1,college,DE,1991
DeMar DeRozan,1,1,college,DE,19912-1990,1,1,college,DE,1991
Rudy Gay,1,1,college,DE,19912-1990,1,1,college,DE,1991
Jakob Poeltl,1,1,college,DE,19912-1990,1,1,college,DE,1991
Derrick White,1,1,college,DE,19912-1990,1,1,college,DE,1991
Bryn Forbes,1,1,college,DE,19912-1990,1,1,college,DE,1991
Dejounte Murray,1,1,college,DE,19912-1990,1,1,college,DE,1991
Patty Mills,1,1,college,DE,19912-1990,1,1,college,DE,1991
Trey Lyles,1,1,college,DE,19912-1990,1,1,college,DE,1991
Drew Eubanks,1,1,college,DE,19912-1990,1,1,college,DE,1991
Marco Belinelli,1,1,college,DE,19912-1990,1,1,college,DE,1991
Lonnie Walker IV,1,1,college,DE,19912-1990,1,1,college,DE,1991
DeMarre Carroll,1,1,college,DE,19912-1990,1,1,college,DE,1991
Chimezie Metu,1,1,college,DE,19912-1990,1,1,college,DE,1991
Tony Snell,1,1,college,DE,19912-1990,1,1,college,DE,1991
Blake Griffin,1,1,college,DE,19912-1990,1,1,college,DE,1991
Andre Drummond,1,1,college,DE,19912-1990,1,1,college,DE,1991
Luke Kennard,1,1,college,DE,19912-1990,1,1,college,DE,1991
Bruce Brown,1,1,college,DE,19912-1990,1,1,college,DE,1991
Langston Galloway,1,1,college,DE,19912-1990,1,1,college,DE,1991
Derrick Rose,1,1,college,DE,19912-1990,1,1,college,DE,1991
Markieff Morris,1,1,college,DE,19912-1990,1,1,college,DE,1991
Svi Mykhailiuk,1,1,college,DE,19912-1990,1,1,college,DE,1991
Christian Wood,1,1,college,DE,19912-1990,1,1,college,DE,1991
Thon Maker,1,1,college,DE,19912-1990,1,1,college,DE,1991
Tim Frazier,1,1,college,DE,19912-1990,1,1,college,DE,1991
Sekou Doumbouya,1,1,college,DE,19912-1990,1,1,college,DE,1991
Terrance Ferguson,1,1,college,DE,19912-1990,1,1,college,DE,1991
Danilo Gallinari,1,1,college,DE,19912-1990,1,1,college,DE,1991
Steven Adams,1,1,college,DE,19912-1990,1,1,college,DE,1991
Shai Gilgeous-Alexander,1,1,college,DE,19912-1990,1,1,college,DE,1991
Chris Paul,1,1,college,DE,19912-1990,1,1,college,DE,1991
Nerlens Noel,1,1,college,DE,19912-1990,1,1,college,DE,1991
Dennis Schroder,1,1,college,DE,19912-1990,1,1,college,DE,1991
Abdel Nader,1,1,college,DE,19912-1990,1,1,college,DE,1991
Darius Bazley,1,1,college,DE,19912-1990,1,1,college,DE,1991
Deonte Burton,1,1,college,DE,19912-1990,1,1,college,DE,1991
Devon Hall,1,1,college,DE,19912-1990,1,1,college,DE,1991
Mike Muscala,1,1,college,DE,19912-1990,1,1,college,DE,1991
Jrue Holiday,1,1,college,DE,19912-1990,1,1,college,DE,1991
Brandon Ingram,1,1,college,DE,19912-1990,1,1,college,DE,1991
Jahlil Okafor,1,1,college,DE,19912-1990,1,1,college,DE,1991
JJ Redick,1,1,college,DE,19912-1990,1,1,college,DE,1991
Lonzo Ball,1,1,college,DE,19912-1990,1,1,college,DE,1991
Jaxson Hayes,1,1,college,DE,19912-1990,1,1,college,DE,1991
Josh Hart,1,1,college,DE,19912-1990,1,1,college,DE,1991
E'Twaun Moore,1,1,college,DE,19912-1990,1,1,college,DE,1991
Nicolo Melli,1,1,college,DE,19912-1990,1,1,college,DE,1991
Nickeil Alexander-Walker,1,1,college,DE,19912-1990,1,1,college,DE,1991
Derrick Favors,1,1,college,DE,19912-1990,1,1,college,DE,1991
Frank Jackson,1,1,college,DE,19912-1990,1,1,college,DE,1991
Kenrich Williams,1,1,college,DE,19912-1990,1,1,college,DE,1991
Jonathan Isaac,1,1,college,DE,19912-1990,1,1,college,DE,1991
Aaron Gordon,1,1,college,DE,19912-1990,1,1,college,DE,1991
Khem Birch,1,1,college,DE,19912-1990,1,1,college,DE,1991
Evan Fournier,1,1,college,DE,19912-1990,1,1,college,DE,1991
Markelle Fultz,1,1,college,DE,19912-1990,1,1,college,DE,1991
Wes Iwundu,1,1,college,DE,19912-1990,1,1,college,DE,1991
D.J. Augustin,1,1,college,DE,19912-1990,1,1,college,DE,1991
Mo Bamba,1,1,college,DE,19912-1990,1,1,college,DE,1991
Terrence Ross,1,1,college,DE,19912-1990,1,1,college,DE,1991
Melvin Frazier Jr.,1,1,college,DE,1991,1,1,college,DE,1991$,1,1,college,DE,19912-1990,1,1,college,DE,1991
Amile Jefferson,1,1,college,DE,19912-1990,1,1,college,DE,1991
Josh Magette,1,1,college,DE,19912-1990,1,1,college,DE,1991
OG Anunoby,1,1,college,DE,19912-1990,1,1,college,DE,1991
Pascal Siakam,1,1,college,DE,19912-1990,1,1,college,DE,1991
Marc Gasol,1,1,college,DE,19912-1990,1,1,college,DE,1991
Norman Powell,1,1,college,DE,19912-1990,1,1,college,DE,1991
Fred VanVleet,1,1,college,DE,19912-1990,1,1,college,DE,1991
Serge Ibaka,1,1,college,DE,19912-1990,1,1,college,DE,1991
Rondae Hollis-Jefferson,1,1,college,DE,19912-1990,1,1,college,DE,1991
Terence Davis,1,1,college,DE,19912-1990,1,1,college,DE,1991
Chris Boucher,1,1,college,DE,19912-1990,1,1,college,DE,1991
Oshae Brissett,1,1,college,DE,19912-1990,1,1,college,DE,1991
Malcolm Miller,1,1,college,DE,19912-1990,1,1,college,DE,1991
Dewan Hernandez,1,1,college,DE,19912-1990,1,1,college,DE,1991
Shamorie Ponds,1,1,college,DE,19912-1990,1,1,college,DE,1991
Troy Brown Jr.,1,1,college,DE,1991,1,1,college,DE,1991$,1,1,college,DE,19912-1990,1,1,college,DE,1991
Rui Hachimura,1,1,college,DE,19912-1990,1,1,college,DE,1991
Thomas Bryant,1,1,college,DE,19912-1990,1,1,college,DE,1991
Bradley Beal,1,1,college,DE,19912-1990,1,1,college,DE,1991
Isaiah Thomas,1,1,college,DE,19912-1990,1,1,college,DE,1991
Davis Bertans,1,1,college,DE,19912-1990,1,1,college,DE,1991
Ish Smith,1,1,college,DE,19912-1990,1,1,college,DE,1991
Jordan McRae,1,1,college,DE,19912-1990,1,1,college,DE,1991
Isaac Bonga,1,1,college,DE,19912-1990,1,1,college,DE,1991
Chris Chiozza,1,1,college,DE,19912-1990,1,1,college,DE,1991
Ian Mahinmi,1,1,college,DE,19912-1990,1,1,college,DE,1991
Moritz Wagner,1,1,college,DE,19912-1990,1,1,college,DE,1991
Kawhi Leonard,1,1,college,DE,19912-1990,1,1,college,DE,1991
Maurice Harkless,1,1,college,DE,19912-1990,1,1,college,DE,1991
Ivica Zubac,1,1,college,DE,19912-1990,1,1,college,DE,1991
Paul George,1,1,college,DE,19912-1990,1,1,college,DE,1991
Patrick Beverley,1,1,college,DE,19912-1990,1,1,college,DE,1991
Lou Williams,1,1,college,DE,19912-1990,1,1,college,DE,1991
Montrezl Harrell,1,1,college,DE,19912-1990,1,1,college,DE,1991
JaMychal Green,1,1,college,DE,19912-1990,1,1,college,DE,1991
Jerome Robinson,1,1,college,DE,19912-1990,1,1,college,DE,1991
Terance Mann,1,1,college,DE,19912-1990,1,1,college,DE,1991
Patrick Patterson,1,1,college,DE,19912-1990,1,1,college,DE,1991
Derrick Walton Jr.,1,1,college,DE,1991,1,1,college,DE,1991$,1,1,college,DE,19912-1990,1,1,college,DE,1991
Mfiondu Kabengele,1,1,college,DE,19912-1990,1,1,college,DE,1991
Jaylen Brown,1,1,college,DE,19912-1990,1,1,college,DE,1991
Jayson Tatum,1,1,college,DE,19912-1990,1,1,college,DE,1991
Daniel Theis,1,1,college,DE,19912-1990,1,1,college,DE,1991
Marcus Smart,1,1,college,DE,19912-1990,1,1,college,DE,1991
Kemba Walker,1,1,college,DE,19912-1990,1,1,college,DE,1991
Enes Kanter,1,1,college,DE,19912-1990,1,1,college,DE,1991
Grant Williams,1,1,college,DE,19912-1990,1,1,college,DE,1991
Javonte Green,1,1,college,DE,19912-1990,1,1,college,DE,1991
Brad Wanamaker,1,1,college,DE,19912-1990,1,1,college,DE,1991
Robert Williams III,1,1,college,DE,19912-1990,1,1,college,DE,1991
Semi Ojeleye,1,1,college,DE,19912-1990,1,1,college,DE,1991
Carsen Edwards,1,1,college,DE,19912-1990,1,1,college,DE,1991
Vincent Poirier,1,1,college,DE,19912-1990,1,1,college,DE,1991
Frank Ntilikina,1,1,college,DE,19912-1990,1,1,college,DE,1991
Marcus Morris Sr.,1,1,college,DE,1991,1,1,college,DE,1991$,1,1,college,DE,19912-1990,1,1,college,DE,1991
Allen Crabbe,1,1,college,DE,19912-1990,1,1,college,DE,1991
Ben McLemore,1,1,college,DE,19912-1990,1,1,college,DE,1991
P.J. Tucker,1,1,college,DE,19912-1990,1,1,college,DE,1991
Tyson Chandler,1,1,college,DE,19912-1990,1,1,college,DE,1991
James Harden,1,1,college,DE,19912-1990,1,1,college,DE,1991
Russell Westbrook,1,1,college,DE,19912-1990,1,1,college,DE,1991
Isaiah Hartenstein,1,1,college,DE,19912-1990,1,1,college,DE,1991
Austin Rivers,1,1,college,DE,19912-1990,1,1,college,DE,1991
Gary Clark,1,1,college,DE,19912-1990,1,1,college,DE,1991
Thabo Sefolosha,1,1,college,DE,19912-1990,1,1,college,DE,1991
Chris Clemons,1,1,college,DE,19912-1990,1,1,college,DE,1991
Clint Capela,1,1,college,DE,19912-1990,1,1,college,DE,1991
Frank Mason,1,1,college,DE,19912-1990,1,1,college,DE,1991
Will Barton,1,1,college,DE,19912-1990,1,1,college,DE,1991
Paul Millsap,1,1,college,DE,19912-1990,1,1,college,DE,1991
Nikola Jokic,1,1,college,DE,19912-1990,1,1,college,DE,1991
Gary Harris,1,1,college,DE,19912-1990,1,1,college,DE,1991
Jamal Murray,1,1,college,DE,19912-1990,1,1,college,DE,1991
Jerami Grant,1,1,college,DE,19912-1990,1,1,college,DE,1991
Juancho Hernangomez,1,1,college,DE,19912-1990,1,1,college,DE,1991
Monte Morris,1,1,college,DE,19912-1990,1,1,college,DE,1991
Mason Plumlee,1,1,college,DE,19912-1990,1,1,college,DE,1991
Malik Beasley,1,1,college,DE,19912-1990,1,1,college,DE,1991
Torrey Craig,1,1,college,DE,19912-1990,1,1,college,DE,1991
Michael Porter Jr.,1,1,college,DE,1991,1,1,college,DE,1991$,1,1,college,DE,19912-1990,1,1,college,DE,1991
Wenyen Gabriel,1,1,college,DE,19912-1990,1,1,college,DE,1991
Trey Burke,1,1,college,DE,19912-1990,1,1,college,DE,1991
Zhaire Smith,1,1,college,DE,19912-1990,1,1,college,DE,1991
Miye Oni,1,1,college,DE,19912-1990,1,1,college,DE,1991
Ja Morant,1,1,college,DE,19912-1990,1,1,college,DE,1991
Rodney Hood,1,1,college,DE,19912-1990,1,1,college,DE,1991
Carmelo Anthony,1,1,college,DE,19912-1990,1,1,college,DE,1991
Hassan Whiteside,1,1,college,DE,19912-1990,1,1,college,DE,1991
CJ McCollum,1,1,college,DE,19912-1990,1,1,college,DE,1991
Damian Lillard,1,1,college,DE,19912-1990,1,1,college,DE,1991
Nassir Little,1,1,college,DE,19912-1990,1,1,college,DE,1991
Anfernee Simons,1,1,college,DE,19912-1990,1,1,college,DE,1991
Skal Labissiere,1,1,college,DE,19912-1990,1,1,college,DE,1991
Kent Bazemore,1,1,college,DE,19912-1990,1,1,college,DE,1991
Moses Brown,1,1,college,DE,19912-1990,1,1,college,DE,1991
Mario Hezonja,1,1,college,DE,19912-1990,1,1,college,DE,1991
Jaylen Hoard,1,1,college,DE,19912-1990,1,1,college,DE,1991
Anthony Tolliver,1,1,college,DE,19912-1990,1,1,college,DE,1991
Cheick Diallo,1,1,college,DE,19912-1990,1,1,college,DE,1991
Rodney McGruder,1,1,college,DE,19912-1990,1,1,college,DE,1991
LaMarcus Aldridge,1,1,college,DE,19912-1990,1,1,college,DE,1991
Brook Lopez,1,1,college,DE,19912-1990,1,1,college,DE,1991
Cedi Osman,1,1,college,DE,19912-1990,1,1,college,DE,1991
Kevin Love,1,1,college,DE,19912-1990,1,1,college,DE,1991
Tristan Thompson,1,1,college,DE,19912-1990,1,1,college,DE,1991
Collin Sexton,1,1,college,DE,19912-1990,1,1,college,DE,1991
Darius Garland,1,1,college,DE,19912-1990,1,1,college,DE,1991
